BookID,Title,Star_rating,Price,Quantity
55,The Torch Is Passed: A Harding Family Story,1,19.09,16
56,The Secret of Dreadwillow Carse,1,56.13,16
57,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",1,56.41,16
58,The Past Never Ends,4,56.5,16
59,The Natural History of Us (The Fine Art of Pretending #2),3,45.22,16
60,The Nameless City (The Nameless City #1),4,38.16,16
61,The Murder That Never Was (Forensic Instincts #5),3,54.11,16
62,The Most Perfect Thing: Inside (and Outside) a Bird's Egg,4,42.96,16
63,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",4,23.89,16
64,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,3,16.77,16
65,"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",5,20.59,16
66,The Gutsy Girl: Escapades for Your Life of Epic Adventure,1,37.13,16
67,The Electric Pencil: Drawings from Inside State Hospital No. 3,1,56.06,16
68,The Death of Humanity: and the Case for Life,4,58.11,16
69,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",3,49.05,16
70,The Art Forger,3,40.76,16
71,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,1,19.73,16
72,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,5,32.24,16
73,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,4,41.83,16
74,Soul Reader,2,39.58,16
75,Security,2,39.25,16
76,"Saga, Volume 6 (Saga (Collected Editions) #6)",3,25.02,16
77,"Saga, Volume 5 (Saga (Collected Editions) #5)",2,51.04,16
78,Reskilling America: Learning to Labor in the Twenty-First Century,2,19.83,16
79,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",3,50.4,16
80,"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",5,13.61,16
81,Princess Between Worlds (Wide-Awake Princess #5),5,13.34,16
82,"Pop Gun War, Volume 1: Gift",1,18.97,16
83,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",2,36.28,16
84,Patience,3,10.16,16
85,"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",4,15.44,16
86,orange: The Complete Collection 1 (orange: The Complete Collection #1),1,48.41,16
87,Online Marketing for Busy Authors: A Step-By-Step Guide,1,46.35,16
88,On a Midnight Clear,3,14.07,16
89,Obsidian (Lux #1),2,14.86,16
90,My Paris Kitchen: Recipes and Stories,2,33.37,16
91,Masks and Shadows,2,56.4,16
92,"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",4,14.02,16
93,"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",2,46.91,16
94,"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",3,45.61,16
95,Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),2,19.92,16
96,"Layered: Baking, Building, and Styling Spectacular Cakes",1,40.11,16
97,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),2,53.9,16
98,Join,5,35.67,16
99,In the Country We Love: My Family Divided,4,22,16
100,Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,5,57.36,16
101,"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",2,29.17,16
102,I am a Hero Omnibus Volume 1,3,54.63,16
103,How to Be Miserable: 40 Strategies You Already Use,1,46.03,16
104,Her Backup Boyfriend (The Sorensen Family #1),1,33.97,16
105,"Giant Days, Vol. 2 (Giant Days #5-8)",2,22.11,16
106,Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,3,29.69,16
107,First and First (Five Boroughs #3),4,15.97,16
108,Fifty Shades Darker (Fifty Shades #2),1,21.96,16
109,Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,2,54.35,16
110,"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",2,37.97,16
111,Danganronpa Volume 1,4,51.99,16
112,Crown of Midnight (Throne of Glass #2),3,43.29,16
113,"Codename Baboushka, Volume 1: The Conclave of Death",4,36.72,16
114,Camp Midnight,4,17.08,16
115,Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,5,29.14,16
116,Burning,3,28.81,16
117,Bossypants,2,49.46,16
118,"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",2,37.92,16
119,"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",2,28.09,16
120,Algorithms to Live By: The Computer Science of Human Decisions,1,30.81,16
121,A World of Flavor: Your Gluten Free Passport,1,42.95,16
122,"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",5,56.76,16
123,A Murder in Time,1,16.64,16
124,A Flight of Arrows (The Pathfinders #2),5,55.53,16
125,A Fierce and Subtle Poison,4,28.13,16
126,A Court of Thorns and Roses (A Court of Thorns and Roses #1),1,52.37,16
127,(Un)Qualified: How God Uses Broken People to Do Big Things,5,54,16
128,You Are What You Love: The Spiritual Power of Habit,4,21.87,15
129,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",4,43.3,15
130,Tuesday Nights in 1980,2,21.04,15
131,Tracing Numbers on a Train,3,41.6,15
132,Throne of Glass (Throne of Glass #1),3,35.07,15
133,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,1,59.64,15
134,Thirteen Reasons Why,1,52.72,15
135,The White Cat and the Monk: A Retelling of the Poem âPangur BÃ¡nâ,4,58.08,15
136,The Wedding Dress,1,24.12,15
137,The Vacationers,4,42.15,15
138,The Third Wave: An Entrepreneurâs Vision of the Future,5,12.61,15
139,The Stranger,4,17.44,15
140,The Shadow Hero (The Shadow Hero),1,33.14,15
141,The Secret (The Secret #1),4,27.37,15
142,The Regional Office Is Under Attack!,5,51.36,15
143,The Psychopath Test: A Journey Through the Madness Industry,2,36,15
144,The Project,1,10.65,15
145,The Power of Now: A Guide to Spiritual Enlightenment,2,43.54,15
146,The Omnivore's Dilemma: A Natural History of Four Meals,2,38.21,15
147,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,5,37.34,15
148,The Murder of Roger Ackroyd (Hercule Poirot #4),4,44.1,15
149,The Mistake (Off-Campus #2),3,43.29,15
150,The Matchmaker's Playbook (Wingmen Inc. #1),1,55.85,15
151,The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,2,37.6,15
152,The Long Shadow of Small Ghosts: Murder and Memory in an American City,1,10.97,15
153,The Kite Runner,4,41.82,15
154,The House by the Lake,1,36.95,15
155,The Glittering Court (The Glittering Court #1),1,44.28,15
156,The Girl on the Train,2,55.02,15
157,The Genius of Birds,1,17.24,15
158,The Emerald Mystery,2,23.15,15
159,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,1,41.25,15
160,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,3,32,15
161,The Artist's Way: A Spiritual Path to Higher Creativity,5,38.49,15
162,The Art of War,5,33.34,15
163,The Argonauts,2,10.93,15
164,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,3,27.55,15
165,Suddenly in Love (Lake Haven #1),2,55.99,15
166,Something More Than This,4,16.24,15
167,Soft Apocalypse,2,26.12,15
168,So You've Been Publicly Shamed,2,12.23,15
169,Shoe Dog: A Memoir by the Creator of NIKE,2,23.99,15
170,"Shobu Samurai, Project Aryoku (#3)",3,29.06,15
171,Secrets and Lace (Fatal Hearts #1),1,20.27,15
172,Scarlett Epstein Hates It Here,5,43.55,15
173,Romero and Juliet: A Tragic Tale of Love and Zombies,1,36.94,15
174,Redeeming Love,5,20.47,15
175,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,1,41.06,15
176,Poems That Make Grown Women Cry,4,14.19,15
177,"Nightingale, Sing",1,38.28,15
178,Night Sky with Exit Wounds,1,41.05,15
179,Mrs. Houdini,5,30.25,15
180,Modern Romance,5,28.26,15
181,Miss Peregrineâs Home for Peculiar Children (Miss Peregrineâs Peculiar Children #1),1,10.76,15
182,Louisa: The Extraordinary Life of Mrs. Adams,2,16.85,15
183,Little Red,3,13.47,15
184,Library of Souls (Miss Peregrineâs Peculiar Children #3),5,48.56,15
185,Large Print Heart of the Pride,2,19.15,15
186,I Had a Nice Time And Other Lies...: How to find love & sh*t like that,4,57.36,15
187,Hollow City (Miss Peregrineâs Peculiar Children #2),1,42.98,15
188,Grumbles,2,22.16,15
189,Full Moon over Noahâs Ark: An Odyssey to Mount Ararat and Beyond,4,49.43,15
190,Frostbite (Vampire Academy #2),5,29.99,15
191,Follow You Home,1,21.36,15
192,First Steps for New Christians (Print Edition),1,29,15
193,Finders Keepers (Bill Hodges Trilogy #2),5,53.53,15
194,"Fables, Vol. 1: Legends in Exile (Fables #1)",4,41.62,15
195,Eureka Trivia 6.0,4,54.59,15
196,Drive: The Surprising Truth About What Motivates Us,4,34.95,15
197,Done Rubbed Out (Reightman & Bailey #1),5,37.72,15
198,Doing It Over (Most Likely To #1),3,35.61,15
199,"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",3,42.16,15
200,Dark Notes,5,19.19,15
201,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",3,19.43,15
202,Close to You,4,49.46,15
203,Chasing Heaven: What Dying Taught Me About Living,2,37.8,15
204,Big Magic: Creative Living Beyond Fear,3,30.8,15
205,Becoming Wise: An Inquiry into the Mystery and Art of Living,2,27.43,15
206,Beauty Restored (Riley Family Legacy Novellas #3),2,11.11,15
207,Batman: The Long Halloween (Batman),2,36.5,15
208,Batman: The Dark Knight Returns (Batman),5,15.38,15
209,Ayumi's Violin,2,15.48,15
210,Anonymous,4,46.82,15
211,Amy Meets the Saints and Sages,3,18.46,15
212,Amid the Chaos,1,36.58,15
213,Amatus,5,50.54,15
214,Agnostic: A Spirited Manifesto,5,12.51,15
215,Zealot: The Life and Times of Jesus of Nazareth,3,24.7,14
216,You (You #1),5,43.61,14
217,"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",4,37.34,14
218,Wild Swans,2,14.36,14
219,Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,4,52.65,14
220,Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,4,38.2,14
221,What's It Like in Space?: Stories from Astronauts Who've Been There,2,19.6,14
222,"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",1,53.9,14
223,Walt Disney's Alice in Wonderland,5,12.96,14
224,V for Vendetta (V for Vendetta Complete),4,37.1,14
225,Until Friday Night (The Field Party #1),2,46.31,14
226,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",2,45.95,14
227,Twenty Yawns,2,22.08,14
228,Through the Woods,2,25.38,14
229,This Is Where It Ends,2,27.12,14
230,The Year of Magical Thinking,2,43.04,14
231,The Wright Brothers,4,56.8,14
232,The White Queen (The Cousins' War #1),5,25.91,14
233,The Wedding Pact (The O'Malleys #2),3,32.61,14
234,The Time Keeper,5,27.88,14
235,The Testament of Mary,4,52.67,14
236,The Star-Touched Queen,5,46.02,14
237,The Songs of the Gods,5,44.48,14
238,The Song of Achilles,5,37.4,14
239,The Rosie Project (Don Tillman #1),1,54.04,14
240,The Power of Habit: Why We Do What We Do in Life and Business,3,16.88,14
241,The Marriage of Opposites,4,28.08,14
242,The Lucifer Effect: Understanding How Good People Turn Evil,1,10.4,14
243,The Long Haul (Diary of a Wimpy Kid #9),1,44.07,14
244,The Loney,1,23.4,14
245,The Literature Book (Big Ideas Simply Explained),3,17.43,14
246,The Last Mile (Amos Decker #2),2,54.21,14
247,The Immortal Life of Henrietta Lacks,2,40.67,14
248,The Hidden Oracle (The Trials of Apollo #1),2,52.26,14
249,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,3,28.77,14
250,The Guilty (Will Robie #4),2,13.82,14
251,The First Hostage (J.B. Collins #2),3,25.85,14
252,The Dovekeepers,1,48.78,14
253,The Darkest Lie,5,35.35,14
254,The Bane Chronicles (The Bane Chronicles #1-11),4,44.73,14
255,The Bad-Ass Librarians of Timbuktu: And Their Race to Save the Worldâs Most Precious Manuscripts,1,15.77,14
256,The 14th Colony (Cotton Malone #11),1,39.24,14
257,That Darkness (Gardiner and Renner #1),1,13.92,14
258,Tastes Like Fear (DI Marnie Rome #3),1,10.69,14
259,Take Me with You,3,45.21,14
260,Swell: A Year of Waves,1,45.58,14
261,Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),5,11.89,14
262,Still Life with Bread Crumbs,3,26.41,14
263,Steve Jobs,5,39.5,14
264,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,4,44.74,14
265,Someone Like You (The Harrisons #2),5,52.79,14
266,"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",4,35.43,14
267,Shtum,4,55.84,14
268,See America: A Celebration of Our National Parks & Treasured Sites,3,48.87,14
269,salt.,4,46.78,14
270,Robin War,3,47.82,14
271,"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",2,25.48,14
272,Rain Fish,3,23.57,14
273,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",5,50.89,14
274,Pet Sematary,3,10.56,14
275,"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",3,52.15,14
276,Once Was a Time,2,18.28,14
277,Old School (Diary of a Wimpy Kid #10),5,11.83,14
278,No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,2,21.95,14
279,"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",2,38.39,14
280,My Name Is Lucy Barton,1,41.56,14
281,My Mrs. Brown,3,24.48,14
282,My Kind of Crazy,1,40.36,14
283,Mr. Mercedes (Bill Hodges Trilogy #1),1,28.9,14
284,More Than Music (Chasing the Dream #1),2,37.61,14
285,Made to Stick: Why Some Ideas Survive and Others Die,5,38.85,14
286,Luis Paints the World,3,53.95,14
287,Luckiest Girl Alive,3,49.83,14
288,Lowriders to the Center of the Earth (Lowriders in Space #2),2,51.51,14
289,Love Is a Mix Tape (Music #1),1,18.03,14
290,Looking for Lovely: Collecting the Moments that Matter,5,29.14,14
291,"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",4,46.91,14
292,Let It Out: A Journey Through Journaling,5,26.79,14
293,Lady Midnight (The Dark Artifices #1),5,16.28,14
294,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",1,19.55,14
295,Island of Dragons (Unwanteds #7),1,29.65,14
296,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,4,25.98,14
297,I Am Pilgrim (Pilgrim #1),4,10.6,14
298,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",5,14.75,14
299,"Hush, Hush (Hush, Hush #1)",3,47.02,14
300,Hold Your Breath (Search and Rescue #1),1,28.82,14
301,Hamilton: The Revolution,3,58.79,14
302,Greek Mythic History,5,10.23,14
303,God: The Most Unpleasant Character in All Fiction,5,30.03,14
304,Glory over Everything: Beyond The Kitchen House,3,45.84,14
305,Feathers: Displays of Brilliant Plumage,3,49.05,14
306,"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",4,15.06,14
307,Every Last Word,3,46.47,14
308,Eligible (The Austen Project #4),3,27.09,14
309,El Deafo,5,57.62,14
310,Eight Hundred Grapes,4,14.39,14
311,"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",5,51.75,14
312,"Eat Fat, Get Thin",2,54.07,14
313,Don't Get Caught,1,55.35,14
314,Doctor Sleep (The Shining #2),2,40.12,14
315,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),5,37.51,14
316,Dear Mr. Knightley,5,11.21,14
317,Daily Fantasy Sports,1,36.58,14
318,Crazy Love: Overwhelmed by a Relentless God,2,47.72,14
319,Cometh the Hour (The Clifton Chronicles #6),3,25.01,14
320,Code Name Verity (Code Name Verity #1),4,22.13,14
321,Clockwork Angel (The Infernal Devices #1),1,44.14,14
322,City of Glass (The Mortal Instruments #3),4,56.02,14
323,City of Fallen Angels (The Mortal Instruments #4),4,11.23,14
324,City of Bones (The Mortal Instruments #1),1,43.28,14
325,City of Ashes (The Mortal Instruments #2),1,47.27,14
326,Cell,4,20.29,14
327,Catching Jordan (Hundred Oaks),3,50.83,14
328,"Carry On, Warrior: Thoughts on Life Unarmed",3,31.85,14
329,Carrie,2,46.23,14
330,Buying In: The Secret Dialogue Between What We Buy and Who We Are,4,37.8,14
331,Brain on Fire: My Month of Madness,5,49.32,14
332,Batman: Europa,2,32.01,14
333,Barefoot Contessa Back to Basics,1,28.01,14
334,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,5,50.62,14
335,Balloon Animals,3,17.03,14
336,Art Ops Vol. 1,3,48.8,14
337,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),4,58.14,14
338,Angels Walking (Angels Walking #1),2,34.2,14
339,Angels & Demons (Robert Langdon #1),3,51.48,14
340,All the Light We Cannot See,5,29.87,14
341,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",2,10.9,14
342,Abstract City,5,56.37,14
343,A Time of Torment (Charlie Parker #14),5,48.35,14
344,A Study in Scarlet (Sherlock Holmes #1),2,16.73,14
345,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",2,56.48,14
346,A People's History of the United States,2,40.79,14
347,A Man Called Ove,1,39.72,14
348,A Distant Mirror: The Calamitous 14th Century,3,14.58,14
349,A Brush of Wings (Angels Walking #3),1,55.51,14
350,1491: New Revelations of the Americas Before Columbus,3,21.8,14
351,"The Three Searches, Meaning, and the Story",3,13.33,13
352,Searching for Meaning in Gailana,1,38.73,13
353,Rook,4,37.86,13
354,My Kitchen Year: 136 Recipes That Saved My Life,2,11.53,13
355,13 Hours: The Inside Account of What Really Happened In Benghazi,1,27.06,13
356,Will You Won't You Want Me?,3,13.86,12
357,Tipping Point for Planet Earth: How Close Are We to the Edge?,1,37.55,12
358,The Star-Touched Queen,5,32.3,12
359,The Silent Sister (Riley MacPherson #1),5,46.29,12
360,The Midnight Watch: A Novel of the Titanic and the Californian,1,26.2,12
361,The Lonely City: Adventures in the Art of Being Alone,2,33.26,12
362,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,4,59.15,12
363,The Golden Condom: And Other Essays on Love Lost and Found,1,39.43,12
364,The Epidemic (The Program 0.6),5,14.44,12
365,The Dinner Party,2,56.54,12
366,The Diary of a Young Girl,3,59.9,12
367,The Children,3,11.88,12
368,Stars Above (The Lunar Chronicles #4.5),2,48.05,12
369,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,3,21.21,12
370,Raspberry Pi Electronics Projects for the Evil Genius,4,49.67,12
371,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,1,43.14,12
372,Psycho: Sanitarium (Psycho #1.5),5,36.97,12
373,Poisonous (Max Revere Novels #3),3,26.8,12
374,One with You (Crossfire #5),4,15.71,12
375,No Love Allowed (Dodge Cove #1),4,54.65,12
376,Murder at the 42nd Street Library (Raymond Ambler #1),4,54.36,12
377,Most Wanted,3,35.28,12
378,"Love, Lies and Spies",2,20.55,12
379,How to Speak Golf: An Illustrated Guide to Links Lingo,5,58.32,12
380,Hide Away (Eve Duncan #20),1,11.84,12
381,Furiously Happy: A Funny Book About Horrible Things,4,41.46,12
382,Everyday Italian: 125 Simple and Delicious Recipes,5,20.1,12
383,Equal Is Unfair: America's Misguided Fight Against Income Inequality,1,56.86,12
384,Eleanor & Park,5,56.51,12
385,Dirty (Dive Bar #1),4,40.83,12
386,Can You Keep a Secret? (Fear Street Relaunch #4),1,48.64,12
387,Boar Island (Anna Pigeon #19),3,59.48,12
388,A Paris Apartment,4,39.01,12
389,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",1,38.77,12
390,Troublemaker: Surviving Hollywood and Scientology,2,48.39,11
391,The Widow,2,27.26,11
392,"The Sleep Revolution: Transforming Your Life, One Night at a Time",4,11.68,11
393,The Improbability of Love,1,59.45,11
394,The Art of Startup Fundraising,3,21,11
395,Take Me Home Tonight (Rock Star Romance #3),3,53.98,11
396,Sleeping Giants (Themis Files #1),1,48.74,11
397,"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",2,21.15,11
398,Playing with Fire,3,13.71,11
399,Off the Hook (Fishing for Trouble #1),3,47.67,11
400,Mothering Sunday,2,13.34,11
401,"Mother, Can You Not?",5,16.89,11
402,M Train,1,27.18,11
403,Lilac Girls,2,17.28,11
404,Lies and Other Acts of Love,1,45.14,11
405,Lab Girl,1,40.85,11
406,Keep Me Posted,4,20.46,11
407,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,3,56.27,11
408,Grey (Fifty Shades #4),4,48.49,11
409,"Exit, Pursued by a Bear",4,51.34,11
410,Daredevils,3,16.34,11
411,Cravings: Recipes for What You Want to Eat,3,20.5,11
412,Born for This: How to Find the Work You Were Meant to Do,5,21.59,11
413,Arena,4,21.36,11
414,Adultery,5,20.88,11
415,A Mother's Reckoning: Living in the Aftermath of Tragedy,3,19.53,11
416,A Gentleman's Position (Society of Gentlemen #3),5,14.75,11
417,11/22/1963,3,48.48,11
418,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",2,24.57,10
419,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,5,49.71,10
420,Without Shame,5,48.27,9
421,Watchmen,4,58.05,9
422,Unlimited Intuition Now,4,58.87,9
423,Underlying Notes,2,11.82,9
424,The Shack,1,28.03,9
425,The New Brand You: Your New Image Makes the Sale for You,5,44.05,9
426,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",4,12.34,9
427,The Flowers Lied,2,16.68,9
428,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",1,55.91,9
429,The Book of Mormon,3,24.57,9
430,The Art and Science of Low Carbohydrate Living,5,52.98,9
431,The Alien Club,1,54.4,9
432,Suzie Snowflake: One beautiful flake (a self-esteem story),5,54.81,9
433,Nap-a-Roo,1,25.08,9
434,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",4,10.41,9
435,Modern Day Fables,2,47.44,9
436,If I Gave You God's Phone Number....: Searching for Spirituality in America,1,20.91,9
437,"Fruits Basket, Vol. 9 (Fruits Basket #9)",4,33.95,9
438,Dress Your Family in Corduroy and Denim,3,43.68,9
439,Don't Forget Steven,1,33.23,9
440,Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,2,35.92,9
441,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,4,48.63,9
442,A Shard of Ice (The Black Symphony Saga #1),3,56.63,9
443,A Hero's Curse (The Unseen Chronicles #1),3,50.49,9
444,23 Degrees South: A Tropical Tale of Changing Whether...,2,35.79,9
445,"Zero to One: Notes on Startups, or How to Build the Future",3,34.06,8
446,Why Not Me?,1,17.76,8
447,When Breath Becomes Air,2,39.36,8
448,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,2,36.94,8
449,The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),5,43.62,8
450,The New Drawing on the Right Side of the Brain,3,43.02,8
451,"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",4,28.45,8
452,The Martian (The Martian #1),2,41.39,8
453,The High Mountains of Portugal,1,51.15,8
454,The Grownup,1,35.88,8
455,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,1,36.91,8
456,South of Sunshine,1,28.93,8
457,Smarter Faster Better: The Secrets of Being Productive in Life and Business,5,38.89,8
458,Silence in the Dark (Logan Point #4),3,58.33,8
